         145646530 function calls (142596491 primitive calls) in 190.041 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    10145    0.144    0.000  141.731    0.014 /src/ultra/ultra/env/ultra_env.py:145(step)
    10165    0.028    0.000   81.315    0.008 /src/smarts/core/smarts.py:167(step)
    10165    0.229    0.000   81.287    0.008 /src/smarts/core/smarts.py:193(_step)
    10145    0.025    0.000   40.170    0.004 ultra/train.py:165(<dictcomp>)
    10145    0.376    0.000   40.145    0.004 /src/ultra/ultra/baselines/ppo/ppo/policy.py:174(step)
        4    0.024    0.006   39.620    9.905 /src/ultra/ultra/baselines/ppo/ppo/policy.py:353(learn)
        4    0.289    0.072   39.304    9.826 /src/ultra/ultra/baselines/ppo/ppo/policy.py:270(update)
    10165    0.150    0.000   37.795    0.004 /src/smarts/core/smarts.py:695(_step_providers)
    10175    0.188    0.000   33.155    0.003 /src/smarts/core/agent_manager.py:132(observe)
    10155    0.365    0.000   31.660    0.003 /src/smarts/core/sensors.py:180(observe)
    50745    1.785    0.000   30.187    0.001 /src/ultra/ultra/utils/common.py:255(get_closest_waypoint)
8161996/5533715    8.883    0.000   29.889    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
    20290    0.527    0.000   27.280    0.001 /src/ultra/ultra/baselines/adapter.py:153(reward_adapter)
    10145    0.200    0.000   27.058    0.003 /src/ultra/ultra/env/ultra_env.py:88(generate_logs)
    10165   21.981    0.002   26.603    0.003 /src/smarts/core/smarts.py:618(_pybullet_provider_step)
  2232975    3.954    0.000   23.294    0.000 /src/smarts/core/waypoints.py:64(dist_to)
    10155    0.042    0.000   19.567    0.002 /src/ultra/ultra/baselines/adapter.py:134(observation_adapter)
    10155    0.044    0.000   19.523    0.002 /src/ultra/ultra/baselines/common/state_preprocessor.py:47(__call__)
    10155    0.173    0.000   19.479    0.002 /src/ultra/ultra/baselines/common/baseline_state_preprocessor.py:78(_preprocess_state)
    40590    0.187    0.000   19.046    0.000 /src/ultra/ultra/utils/common.py:301(get_path_to_goal)
    81180    0.108    0.000   18.740    0.000 /src/ultra/ultra/utils/common.py:296(get_closest_point_index)
  2432506    1.328    0.000   18.383    0.000 <__array_function__ internals>:2(norm)
   923415    0.578    0.000   18.119    0.000 /usr/local/lib/python3.7/dist-packages/scipy/spatial/distance.py:584(euclidean)
    81180    0.360    0.000   17.772    0.000 /src/ultra/ultra/utils/common.py:297(<listcomp>)
   923415    1.617    0.000   17.542    0.000 /usr/local/lib/python3.7/dist-packages/scipy/spatial/distance.py:460(minkowski)
     2560    0.008    0.000   17.100    0.007 /usr/local/lib/python3.7/dist-packages/torch/tensor.py:167(backward)
     2560    0.012    0.000   17.092    0.007 /usr/local/lib/python3.7/dist-packages/torch/autograd/__init__.py:44(backward)
     2560   17.049    0.007   17.049    0.007 {method 'run_backward' of 'torch._C._EngineBase' objects}
203280/12705    0.579    0.000   16.818    0.001 /usr/local/lib/python3.7/dist-packages/torch/nn/modules/module.py:522(__call__)
    12705    0.269    0.000   16.727    0.001 /src/ultra/ultra/baselines/ppo/ppo/network.py:155(forward)
  2432506    8.059    0.000   15.358    0.000 /usr/local/lib/python3.7/dist-packages/numpy/linalg/linalg.py:2316(norm)
    10155    0.043    0.000   13.109    0.001 /src/smarts/core/sensors.py:995(__call__)
    25410    0.155    0.000   13.025    0.001 /usr/local/lib/python3.7/dist-packages/torch/nn/modules/container.py:98(forward)
   621262    0.694    0.000   12.938    0.000 {built-in method builtins.min}
    10155    0.032    0.000   12.581    0.001 /src/smarts/core/mission_planner.py:153(waypoint_paths_at)
    10155    0.077    0.000   12.476    0.001 /src/smarts/core/waypoints.py:248(waypoint_paths_along_route)
    76230    0.158    0.000   11.743    0.000 /usr/local/lib/python3.7/dist-packages/torch/nn/modules/linear.py:86(forward)
    10155    0.138    0.000   11.686    0.001 /src/ultra/ultra/baselines/common/baseline_state_preprocessor.py:139(_adapt_observation_for_baseline)
  1065645    0.395    0.000   11.664    0.000 /src/ultra/ultra/utils/common.py:256(<lambda>)
    20310    0.023    0.000   11.560    0.001 /src/ultra/ultra/baselines/common/state_preprocessor.py:173(extract_closest_waypoint)
    76230    0.108    0.000   11.527    0.000 /usr/local/lib/python3.7/dist-packages/torch/nn/functional.py:1355(linear)
    76230   11.185    0.000   11.185    0.000 {built-in method addmm}
    10155    0.113    0.000   10.293    0.001 /src/smarts/core/sensors.py:330(_is_done_with_events)
  1846830    1.914    0.000    9.218    0.000 /usr/local/lib/python3.7/dist-packages/scipy/spatial/distance.py:332(_validate_vector)
 11966479    8.433    0.000    8.433    0.000 {built-in method numpy.array}
     2560    0.832    0.000    8.322    0.003 /usr/local/lib/python3.7/dist-packages/torch/optim/adam.py:49(step)
   213231    1.872    0.000    8.294    0.000 /src/smarts/core/chassis.py:366(pose)
    12705    0.129    0.000    8.129    0.001 /src/ultra/ultra/baselines/ppo/ppo/network.py:85(forward)
    12705    0.106    0.000    7.787    0.001 /src/ultra/ultra/baselines/ppo/ppo/network.py:43(forward)
    10165    0.241    0.000    7.457    0.001 /src/smarts/core/waypoints.py:218(waypoint_paths_on_lane_at)
    71103    0.220    0.000    7.445    0.000 /src/smarts/core/waypoints.py:326(_closest_linked_wp_in_kd_tree_batched)
    10155    0.216    0.000    6.909    0.001 /src/smarts/core/sensors.py:419(_vehicle_is_off_route_and_wrong_way)
   923415    1.388    0.000    6.706    0.000 /usr/local/lib/python3.7/dist-packages/scipy/linalg/misc.py:19(norm)
    71103    1.664    0.000    6.552    0.000 {method 'query' of 'sklearn.neighbors._kd_tree.BinaryTree' objects}
    10145    0.032    0.000    6.434    0.001 ultra/train.py:156(<dictcomp>)
    10145    0.184    0.000    6.402    0.001 /src/ultra/ultra/baselines/ppo/ppo/policy.py:146(act)
    20318    0.146    0.000    6.175    0.000 /src/smarts/core/waypoints.py:274(_closest_linked_wp_in_kd_tree_with_pose_batched)
    10165    0.337    0.000    6.130    0.001 /src/smarts/core/waypoints.py:334(_waypoints_starting_at_waypoint)
    30495    0.163    0.000    5.981    0.000 /src/smarts/core/smarts.py:728(_step_provider)
  1856985    0.961    0.000    5.134    0.000 <__array_function__ internals>:2(atleast_1d)
    10165    0.044    0.000    5.126    0.001 /src/smarts/core/waypoints.py:360(<listcomp>)
    10165    1.686    0.000    5.082    0.000 /src/smarts/core/waypoints.py:362(_equally_spaced_path)
    20310    0.169    0.000    4.830    0.000 /src/smarts/core/vehicle.py:236(state)
    10155    0.013    0.000    4.756    0.000 /src/ultra/ultra/baselines/common/state_preprocessor.py:169(extract_ego_goal_path)
   923415    1.897    0.000    4.721    0.000 /usr/local/lib/python3.7/dist-packages/numpy/lib/function_base.py:435(asarray_chkfinite)
  3026512    1.552    0.000    4.676    0.000 <__array_function__ internals>:2(dot)
  5650169    1.331    0.000    4.560    0.000 /usr/local/lib/python3.7/dist-packages/numpy/core/_asarray.py:16(asarray)
    71103    0.267    0.000    4.538    0.000 /usr/local/lib/python3.7/dist-packages/sklearn/utils/validation.py:59(inner_f)
    10175    0.050    0.000    4.523    0.000 /src/smarts/core/smarts.py:684(_harmonize_providers)
    30435    0.150    0.000    4.520    0.000 /src/ultra/ultra/utils/common.py:176(ego_social_safety)
    30720    4.326    0.000    4.326    0.000 {method 'sqrt' of 'torch._C._TensorBase' objects}
    60870    0.575    0.000    4.250    0.000 /src/ultra/ultra/utils/common.py:150(get_box)
    10155    0.090    0.000    4.235    0.000 /src/smarts/core/waypoints.py:251(<listcomp>)
    20360    0.076    0.000    4.178    0.000 /src/smarts/core/sumo_road_network.py:365(nearest_lanes)
