         12386996 function calls (12104456 primitive calls) in 13.355 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      395    0.007    0.000   10.390    0.026 /src/ultra/ultra/env/ultra_env.py:145(step)
      415    0.001    0.000    4.966    0.012 /src/smarts/core/smarts.py:167(step)
      415    0.011    0.000    4.965    0.012 /src/smarts/core/smarts.py:193(_step)
802872/560161    0.833    0.000    3.330    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
     1128    0.032    0.000    3.278    0.003 /src/ultra/ultra/baselines/adapter.py:153(reward_adapter)
      564    0.012    0.000    3.255    0.006 /src/ultra/ultra/env/ultra_env.py:88(generate_logs)
     1692    0.014    0.000    2.884    0.002 /src/ultra/ultra/utils/common.py:176(ego_social_safety)
     2028    0.026    0.000    2.493    0.001 /src/ultra/ultra/utils/geometry.py:196(intersects)
     4056    0.241    0.000    2.396    0.001 /src/ultra/ultra/utils/geometry.py:261(intersectswithlines)
       10    0.000    0.000    2.344    0.234 /src/smarts/env/hiway_env.py:187(reset)
      425    0.011    0.000    2.016    0.005 /src/smarts/core/agent_manager.py:132(observe)
      415    0.006    0.000    1.981    0.005 /src/smarts/core/smarts.py:695(_step_providers)
      584    0.023    0.000    1.936    0.003 /src/smarts/core/sensors.py:180(observe)
     2860    0.102    0.000    1.698    0.001 /src/ultra/ultra/utils/common.py:255(get_closest_waypoint)
      415    1.208    0.003    1.459    0.004 /src/smarts/core/smarts.py:618(_pybullet_provider_step)
   125316    0.220    0.000    1.301    0.000 /src/smarts/core/waypoints.py:64(dist_to)
   171152    0.094    0.000    1.298    0.000 <__array_function__ internals>:2(norm)
       10    0.001    0.000    1.224    0.122 /src/smarts/core/smarts.py:301(reset)
      584    0.005    0.000    1.119    0.002 /src/ultra/ultra/baselines/adapter.py:134(observation_adapter)
      584    0.002    0.000    1.111    0.002 /src/ultra/ultra/baselines/common/state_preprocessor.py:47(__call__)
      584    0.010    0.000    1.108    0.002 /src/ultra/ultra/baselines/common/baseline_state_preprocessor.py:78(_preprocess_state)
   171152    0.566    0.000    1.085    0.000 /usr/local/lib/python3.7/dist-packages/numpy/linalg/linalg.py:2316(norm)
      933    0.000    0.000    1.085    0.001 {built-in method builtins.next}
       10    0.000    0.000    1.077    0.108 /src/smarts/core/scenario.py:240(variations_for_all_scenario_roots)
     2276    0.010    0.000    1.066    0.000 /src/ultra/ultra/utils/common.py:301(get_path_to_goal)
     4552    0.006    0.000    1.049    0.000 /src/ultra/ultra/utils/common.py:296(get_closest_point_index)
    52122    0.032    0.000    1.025    0.000 /usr/local/lib/python3.7/dist-packages/scipy/spatial/distance.py:584(euclidean)
    12168    0.486    0.000    1.020    0.000 /src/ultra/ultra/utils/geometry.py:211(_get_line_intersect_with_planes_3d)
       10    0.000    0.000    1.004    0.100 /src/smarts/core/scenario.py:172(__init__)
     4552    0.019    0.000    0.994    0.000 /src/ultra/ultra/utils/common.py:297(<listcomp>)
    52122    0.091    0.000    0.993    0.000 /usr/local/lib/python3.7/dist-packages/scipy/spatial/distance.py:460(minkowski)
       10    0.018    0.002    0.933    0.093 /src/smarts/core/waypoints.py:133(__init__)
       10    0.001    0.000    0.783    0.078 /src/smarts/core/waypoints.py:481(_interpolate_shape_waypoints)
      860    0.008    0.000    0.782    0.001 /src/smarts/core/waypoints.py:495(_interpolate_from_shape_wp)
    49993    0.044    0.000    0.749    0.000 {built-in method builtins.min}
      900    0.267    0.000    0.740    0.001 /src/smarts/core/waypoints.py:545(_process_interp_for_lane_wp)
      584    0.002    0.000    0.728    0.001 /src/smarts/core/sensors.py:995(__call__)
     4056    0.036    0.000    0.728    0.000 /src/ultra/ultra/utils/geometry.py:181(_getnormals)
      584    0.002    0.000    0.699    0.001 /src/smarts/core/mission_planner.py:153(waypoint_paths_at)
      584    0.004    0.000    0.694    0.001 /src/smarts/core/waypoints.py:248(waypoint_paths_along_route)
    12168    0.009    0.000    0.692    0.000 <__array_function__ internals>:2(cross)
      584    0.009    0.000    0.677    0.001 /src/ultra/ultra/baselines/common/baseline_state_preprocessor.py:139(_adapt_observation_for_baseline)
     1168    0.001    0.000    0.664    0.001 /src/ultra/ultra/baselines/common/state_preprocessor.py:173(extract_closest_waypoint)
    12168    0.227    0.000    0.661    0.000 /usr/local/lib/python3.7/dist-packages/numpy/core/numeric.py:1421(cross)
    60060    0.022    0.000    0.658    0.000 /src/ultra/ultra/utils/common.py:256(<lambda>)
       10    0.001    0.000    0.637    0.064 /src/smarts/core/smarts.py:338(setup)
   834288    0.630    0.000    0.630    0.000 {built-in method numpy.array}
   104244    0.109    0.000    0.522    0.000 /usr/local/lib/python3.7/dist-packages/scipy/spatial/distance.py:332(_validate_vector)
      395    0.012    0.000    0.501    0.001 ultra/train.py:156(<dictcomp>)
      584    0.006    0.000    0.499    0.001 /src/smarts/core/sensors.py:330(_is_done_with_events)
      574    0.007    0.000    0.489    0.001 /src/ultra/ultra/baselines/sac/sac/policy.py:149(act)
    12580    0.108    0.000    0.483    0.000 /src/smarts/core/chassis.py:366(pose)
     1545    0.011    0.000    0.480    0.000 /src/smarts/core/waypoints.py:274(_closest_linked_wp_in_kd_tree_with_pose_batched)
     4485    0.014    0.000    0.469    0.000 /src/smarts/core/waypoints.py:326(_closest_linked_wp_in_kd_tree_batched)
      574    0.002    0.000    0.437    0.001 /src/ultra/ultra/baselines/sac/sac/network.py:95(sample)
      415    0.002    0.000    0.434    0.001 /src/smarts/core/trap_manager.py:103(step)
 9758/574    0.029    0.000    0.434    0.001 /usr/local/lib/python3.7/dist-packages/torch/nn/modules/module.py:522(__call__)
       20    0.000    0.000    0.431    0.022 /src/smarts/core/trap_manager.py:268(_make_vehicle)
      574    0.021    0.000    0.428    0.001 /src/ultra/ultra/baselines/sac/sac/network.py:209(forward)
      604    0.015    0.000    0.421    0.001 /src/smarts/core/waypoints.py:218(waypoint_paths_on_lane_at)
     4485    0.108    0.000    0.412    0.000 {method 'query' of 'sklearn.neighbors._kd_tree.BinaryTree' objects}
       20    0.000    0.000    0.411    0.021 /src/smarts/core/vehicle_index.py:536(build_agent_vehicle)
       10    0.000    0.000    0.390    0.039 /src/smarts/core/smarts.py:671(_setup_providers)
       20    0.001    0.000    0.390    0.019 /src/smarts/core/vehicle.py:300(build_agent_vehicle)
       10    0.000    0.000    0.389    0.039 /src/smarts/core/sumo_traffic_simulation.py:239(setup)
    36524    0.020    0.000    0.388    0.000 <__array_function__ internals>:2(moveaxis)
    52122    0.081    0.000    0.380    0.000 /usr/local/lib/python3.7/dist-packages/scipy/linalg/misc.py:19(norm)
        5    0.001    0.000    0.370    0.074 /src/smarts/core/sumo_traffic_simulation.py:133(_initialize_traci_conn)
     5412    0.048    0.000    0.360    0.000 /src/ultra/ultra/utils/common.py:150(get_box)
6275/4843    0.023    0.000    0.358    0.000 /usr/local/lib/python3.7/dist-packages/sklearn/utils/validation.py:59(inner_f)
   115274    0.057    0.000    0.354    0.000 <__array_function__ internals>:2(inner)
      584    0.010    0.000    0.350    0.001 /src/smarts/core/sensors.py:419(_vehicle_is_off_route_and_wrong_way)
    36524    0.109    0.000    0.342    0.000 /usr/local/lib/python3.7/dist-packages/numpy/core/numeric.py:1340(moveaxis)
   218676    0.114    0.000    0.342    0.000 <__array_function__ internals>:2(dot)
      604    0.019    0.000    0.340    0.001 /src/smarts/core/waypoints.py:334(_waypoints_starting_at_waypoint)
       20    0.000    0.000    0.336    0.017 /usr/local/lib/python3.7/dist-packages/yaml/__init__.py:154(safe_load)
       20    0.001    0.000    0.336    0.017 /usr/local/lib/python3.7/dist-packages/yaml/__init__.py:103(load)
       20    0.000    0.000    0.334    0.017 /usr/local/lib/python3.7/dist-packages/yaml/constructor.py:47(get_single_data)
       20    0.000    0.000    0.323    0.016 /usr/local/lib/python3.7/dist-packages/yaml/composer.py:29(get_single_node)
