         150903838 function calls (146961251 primitive calls) in 160.930 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     3958    0.080    0.000  153.410    0.039 /src/ultra/ultra/env/ultra_env.py:145(step)
     3978    0.012    0.000   75.419    0.019 /src/smarts/core/smarts.py:167(step)
     3978    0.101    0.000   75.407    0.019 /src/smarts/core/smarts.py:193(_step)
     3978    0.061    0.000   45.223    0.011 /src/smarts/core/smarts.py:695(_step_providers)
10052925/7126622   10.816    0.000   45.188    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
    13656    0.400    0.000   43.380    0.003 /src/ultra/ultra/baselines/adapter.py:153(reward_adapter)
     6828    0.148    0.000   43.111    0.006 /src/ultra/ultra/env/ultra_env.py:88(generate_logs)
    20484    0.185    0.000   40.060    0.002 /src/ultra/ultra/utils/common.py:176(ego_social_safety)
     3978   16.758    0.004   39.690    0.010 /src/smarts/core/smarts.py:618(_pybullet_provider_step)
    28116    0.360    0.000   34.956    0.001 /src/ultra/ultra/utils/geometry.py:196(intersects)
    56232    3.359    0.000   33.607    0.001 /src/ultra/ultra/utils/geometry.py:261(intersectswithlines)
     3988    0.120    0.000   24.564    0.006 /src/smarts/core/agent_manager.py:132(observe)
     6848    0.270    0.000   23.668    0.003 /src/smarts/core/sensors.py:180(observe)
     3978    0.049    0.000   21.484    0.005 /src/smarts/core/smarts.py:817(_perform_agent_actions)
     6828    0.066    0.000   21.299    0.003 /src/smarts/core/controllers/__init__.py:53(perform_action)
     6828    0.575    0.000   21.234    0.003 /src/smarts/core/controllers/lane_following_controller.py:66(perform_lane_following)
    34180    1.206    0.000   20.629    0.001 /src/ultra/ultra/utils/common.py:255(get_closest_waypoint)
  1531292    2.789    0.000   16.338    0.000 /src/smarts/core/waypoints.py:64(dist_to)
    13676    0.031    0.000   15.890    0.001 /src/smarts/core/mission_planner.py:153(waypoint_paths_at)
    13676    0.085    0.000   15.784    0.001 /src/smarts/core/waypoints.py:248(waypoint_paths_along_route)
   168696    6.902    0.000   14.368    0.000 /src/ultra/ultra/utils/geometry.py:211(_get_line_intersect_with_planes_3d)
     6848    0.056    0.000   13.384    0.002 /src/ultra/ultra/baselines/adapter.py:134(observation_adapter)
     6848    0.029    0.000   13.290    0.002 /src/ultra/ultra/baselines/common/state_preprocessor.py:47(__call__)
     6848    0.113    0.000   13.261    0.002 /src/ultra/ultra/baselines/common/baseline_state_preprocessor.py:78(_preprocess_state)
  1696057    0.947    0.000   13.138    0.000 <__array_function__ internals>:2(norm)
    27332    0.127    0.000   13.019    0.000 /src/ultra/ultra/utils/common.py:301(get_path_to_goal)
    54664    0.076    0.000   12.809    0.000 /src/ultra/ultra/utils/common.py:296(get_closest_point_index)
   627544    0.390    0.000   12.545    0.000 /usr/local/lib/python3.7/dist-packages/scipy/spatial/distance.py:584(euclidean)
    20524    0.335    0.000   12.203    0.001 /src/smarts/core/waypoints.py:218(waypoint_paths_on_lane_at)
   627544    1.124    0.000   12.154    0.000 /usr/local/lib/python3.7/dist-packages/scipy/spatial/distance.py:460(minkowski)
    54664    0.242    0.000   12.132    0.000 /src/ultra/ultra/utils/common.py:297(<listcomp>)
  1696057    5.798    0.000   10.977    0.000 /usr/local/lib/python3.7/dist-packages/numpy/linalg/linalg.py:2316(norm)
    56232    0.491    0.000   10.166    0.000 /src/ultra/ultra/utils/geometry.py:181(_getnormals)
   168696    0.119    0.000    9.675    0.000 <__array_function__ internals>:2(cross)
    94724    0.298    0.000    9.648    0.000 /src/smarts/core/waypoints.py:326(_closest_linked_wp_in_kd_tree_batched)
    20524    0.440    0.000    9.592    0.000 /src/smarts/core/waypoints.py:334(_waypoints_starting_at_waypoint)
   659210    0.570    0.000    9.381    0.000 {built-in method builtins.min}
   168696    3.220    0.000    9.254    0.000 /usr/local/lib/python3.7/dist-packages/numpy/core/numeric.py:1421(cross)
 10849312    8.780    0.000    8.780    0.000 {built-in method numpy.array}
   228257    1.914    0.000    8.540    0.000 /src/smarts/core/chassis.py:366(pose)
    94724    2.185    0.000    8.462    0.000 {method 'query' of 'sklearn.neighbors._kd_tree.BinaryTree' objects}
    20524    0.078    0.000    8.301    0.000 /src/smarts/core/waypoints.py:360(<listcomp>)
    20524    2.365    0.000    8.223    0.000 /src/smarts/core/waypoints.py:362(_equally_spaced_path)
     6848    0.027    0.000    8.195    0.001 /src/smarts/core/sensors.py:995(__call__)
     6848    0.095    0.000    8.047    0.001 /src/ultra/ultra/baselines/common/baseline_state_preprocessor.py:139(_adapt_observation_for_baseline)
   717775    0.268    0.000    8.020    0.000 /src/ultra/ultra/utils/common.py:256(<lambda>)
    13696    0.016    0.000    7.918    0.001 /src/ultra/ultra/baselines/common/state_preprocessor.py:173(extract_closest_waypoint)
123524/100484    0.451    0.000    6.982    0.000 /usr/local/lib/python3.7/dist-packages/sklearn/utils/validation.py:59(inner_f)
  1255088    1.339    0.000    6.406    0.000 /usr/local/lib/python3.7/dist-packages/scipy/spatial/distance.py:332(_validate_vector)
     6848    0.075    0.000    6.278    0.001 /src/smarts/core/sensors.py:330(_is_done_with_events)
    19496    0.142    0.000    6.088    0.000 /src/smarts/core/waypoints.py:274(_closest_linked_wp_in_kd_tree_with_pose_batched)
   106244    0.981    0.000    5.979    0.000 /usr/local/lib/python3.7/dist-packages/sklearn/utils/validation.py:397(check_array)
    13676    0.110    0.000    5.476    0.000 /src/smarts/core/waypoints.py:251(<listcomp>)
   506108    0.289    0.000    5.370    0.000 <__array_function__ internals>:2(moveaxis)
     3958    0.018    0.000    5.177    0.001 ultra/train.py:165(<dictcomp>)
     6828    0.061    0.000    5.159    0.001 /src/ultra/ultra/baselines/dqn/dqn/policy.py:288(step)
   506108    1.528    0.000    4.713    0.000 /usr/local/lib/python3.7/dist-packages/numpy/core/numeric.py:1340(moveaxis)
    69084    0.632    0.000    4.673    0.000 /src/ultra/ultra/utils/common.py:150(get_box)
  1598428    0.766    0.000    4.665    0.000 <__array_function__ internals>:2(inner)
   627544    0.965    0.000    4.624    0.000 /usr/local/lib/python3.7/dist-packages/scipy/linalg/misc.py:19(norm)
   886859    1.265    0.000    4.579    0.000 /usr/local/lib/python3.7/dist-packages/numpy/core/fromnumeric.py:73(_wrapreduction)
     6848    0.131    0.000    4.357    0.001 /src/smarts/core/sensors.py:419(_vehicle_is_off_route_and_wrong_way)
     6828    2.362    0.000    4.218    0.001 /src/ultra/ultra/baselines/dqn/dqn/policy.py:211(soft_update)
    69084    0.308    0.000    4.040    0.000 /src/ultra/ultra/utils/geometry.py:28(__init__)
  1553245    4.039    0.000    4.039    0.000 {method 'reduce' of 'numpy.ufunc' objects}
    12648    0.026    0.000    3.978    0.000 /src/smarts/core/waypoints.py:170(closest_waypoint_batched)
   281160    0.216    0.000    3.855    0.000 <__array_function__ internals>:2(stack)
  4515422    1.116    0.000    3.790    0.000 /usr/local/lib/python3.7/dist-packages/numpy/core/_asarray.py:16(asarray)
   228257    2.537    0.000    3.685    0.000 /src/smarts/core/coordinates.py:175(from_explicit_offset)
  2318631    1.219    0.000    3.679    0.000 <__array_function__ internals>:2(dot)
  1270531    0.683    0.000    3.591    0.000 <__array_function__ internals>:2(atleast_1d)
    81021    0.157    0.000    3.343    0.000 /src/smarts/core/vehicle.py:272(position)
   636139    1.340    0.000    3.312    0.000 /usr/local/lib/python3.7/dist-packages/numpy/lib/function_base.py:435(asarray_chkfinite)
     6848    0.009    0.000    3.284    0.000 /src/ultra/ultra/baselines/common/state_preprocessor.py:169(extract_ego_goal_path)
     6828    0.029    0.000    3.232    0.000 /src/smarts/core/controllers/lane_following_controller.py:419(_update_target_lane_if_reached_end_of_lane)
    13696    0.113    0.000    3.214    0.000 /src/smarts/core/vehicle.py:236(state)
   565749    0.416    0.000    3.153    0.000 {built-in method builtins.sorted}
   281160    0.921    0.000    3.001    0.000 /usr/local/lib/python3.7/dist-packages/numpy/core/shape_base.py:357(stack)
     6828    0.013    0.000    2.954    0.000 /src/smarts/core/mission_planner.py:169(waypoint_paths_on_lane_at)
   106244    0.775    0.000    2.860    0.000 /usr/local/lib/python3.7/dist-packages/sklearn/utils/validation.py:76(_assert_all_finite)
     6848    0.055    0.000    2.833    0.000 /src/smarts/core/sensors.py:483(_vehicle_is_wrong_way)
    11934    0.087    0.000    2.597    0.000 /src/smarts/core/smarts.py:728(_step_provider)
     3988    0.023    0.000    2.584    0.001 /src/smarts/core/smarts.py:684(_harmonize_providers)
  1432729    1.704    0.000    2.581    0.000 /src/smarts/core/coordinates.py:52(__new__)
   229324    0.237    0.000    2.580    0.000 /usr/local/lib/python3.7/dist-packages/numpy/core/fromnumeric.py:55(_wrapfunc)
    61612    0.073    0.000    2.573    0.000 /src/smarts/core/vehicle.py:257(pose)
  1012256    1.691    0.000    2.504    0.000 /usr/local/lib/python3.7/dist-packages/numpy/core/numeric.py:1277(normalize_axis_tuple)
  1660229    1.390    0.000    2.385    0.000 /src/smarts/core/utils/math.py:120(vec_2d)
    46788    0.237    0.000    2.359    0.000 /src/ultra/ultra/utils/common.py:45(rotate2d_vector)
   138168    1.356    0.000    2.279    0.000 /src/ultra/ultra/utils/geometry.py:103(_getunrotatedegocorners)
       10    0.000    0.000    2.254    0.225 /src/smarts/env/hiway_env.py:187(reset)
  1270531    1.245    0.000    2.215    0.000 /usr/local/lib/python3.7/dist-packages/numpy/core/shape_base.py:25(atleast_1d)
     6888    0.008    0.000    2.186    0.000 /src/smarts/core/waypoints.py:181(closest_waypoint)
     6848    0.018    0.000    2.160    0.000 /src/smarts/core/waypoints.py:198(closest_waypoint_on_lane)
     6828    0.038    0.000    2.059    0.000 /src/smarts/core/controllers/lane_following_controller.py:357(calculate_lateral_gains)
    65776    0.057    0.000    2.043    0.000 <__array_function__ internals>:2(clip)
    19496    0.016    0.000    2.040    0.000 /src/smarts/core/waypoints.py:318(<listcomp>)
    13796    0.051    0.000    2.020    0.000 /src/smarts/core/sumo_road_network.py:365(nearest_lanes)
    17877    0.087    0.000    2.003    0.000 /usr/share/sumo/tools/traci/connection.py:160(_sendCmd)
   192068    0.438    0.000    1.948    0.000 /src/smarts/core/waypoints.py:320(<lambda>)
    13796    0.148    0.000    1.943    0.000 /usr/share/sumo/tools/sumolib/net/__init__.py:301(getNeighboringLanes)
    65776    0.074    0.000    1.895    0.000 /usr/local/lib/python3.7/dist-packages/numpy/core/fromnumeric.py:2021(clip)
     1719    0.177    0.000    1.849    0.001 /usr/local/lib/python3.7/dist-packages/scipy/signal/ltisys.py:2915(place_poles)
   224928    0.162    0.000    1.817    0.000 <__array_function__ internals>:2(amin)
    37755    0.327    0.000    1.791    0.000 /src/smarts/core/chassis.py:429(longitudinal_lateral_speed)
    17877    0.073    0.000    1.789    0.000 /usr/share/sumo/tools/traci/connection.py:80(_sendExact)
   106244    0.209    0.000    1.692    0.000 /usr/local/lib/python3.7/dist-packages/sklearn/utils/extmath.py:686(_safe_accumulator_op)
   637858    0.277    0.000    1.691    0.000 {method 'all' of 'numpy.ndarray' objects}
     6848    0.014    0.000    1.682    0.000 /src/smarts/core/sensors.py:979(__call__)
    69754    0.164    0.000    1.678    0.000 /usr/local/lib/python3.7/dist-packages/numpy/core/_methods.py:97(_clip)
    69084    0.366    0.000    1.675    0.000 /src/ultra/ultra/utils/geometry.py:130(getcorners)
     6848    0.054    0.000    1.668    0.000 /src/smarts/core/smarts.py:779(neighborhood_vehicles_around_vehicle)
   580292    0.730    0.000    1.622    0.000 /src/smarts/core/utils/math.py:81(squared_dist)
     3988    0.057    0.000    1.616    0.000 /src/smarts/core/sumo_traffic_simulation.py:336(sync)
     3978    0.007    0.000    1.604    0.000 /src/smarts/core/smarts.py:234(<listcomp>)
   335549    0.531    0.000    1.596    0.000 /src/smarts/core/coordinates.py:101(relative_to)
    27392    0.175    0.000    1.593    0.000 /src/smarts/core/chassis.py:409(velocity_vectors)
   224928    0.153    0.000    1.541    0.000 <__array_function__ internals>:2(amax)
   678906    0.212    0.000    1.541    0.000 /usr/local/lib/python3.7/dist-packages/numpy/core/_methods.py:47(_all)
   224928    0.264    0.000    1.494    0.000 /usr/local/lib/python3.7/dist-packages/numpy/core/fromnumeric.py:2676(amin)
  2375374    0.630    0.000    1.438    0.000 /usr/local/lib/python3.7/dist-packages/numpy/core/_asarray.py:88(asanyarray)
   112824    0.730    0.000    1.437    0.000 /src/ultra/ultra/utils/geometry.py:168(_unrotated_containspoints)
   105986    0.331    0.000    1.420    0.000 /src/smarts/core/utils/cache.py:89(__call__)
     3978    0.035    0.000    1.401    0.000 /src/smarts/core/bubble_manager.py:354(step)
    17877    0.074    0.000    1.386    0.000 /usr/share/sumo/tools/traci/connection.py:61(_recvExact)
     6848    0.018    0.000    1.371    0.000 /src/smarts/core/sensors.py:387(_vehicle_is_off_road)
     6828    0.032    0.000    1.359    0.000 /src/smarts/core/sumo_traffic_simulation.py:456(_move_vehicle)
   204840    0.078    0.000    1.352    0.000 /usr/local/lib/python3.7/dist-packages/torch/nn/modules/module.py:846(parameters)
    13835    0.026    0.000    1.321    0.000 /usr/share/sumo/tools/traci/domain.py:182(_setCmd)
    35754    1.286    0.000    1.286    0.000 {method 'recv' of '_socket.socket' objects}
   204840    0.061    0.000    1.261    0.000 /usr/local/lib/python3.7/dist-packages/torch/nn/modules/module.py:870(named_parameters)
   113460    0.104    0.000    1.256    0.000 <__array_function__ internals>:2(sum)
    41048    0.034    0.000    1.242    0.000 <__array_function__ internals>:2(ediff1d)
   224928    0.226    0.000    1.239    0.000 /usr/local/lib/python3.7/dist-packages/numpy/core/fromnumeric.py:2551(amax)
    34193    0.057    0.000    1.232    0.000 /src/smarts/core/vehicle.py:267(heading)
